"Code tiers","Nom de l'association","Sigle de l'association","Descriptif","Adresse 1","Adresse 2","Code postal","Ville","Telephone","Mail","Site Internet","Code catégorie","Libellé catégorie","Code sous-catégorie","Libellé sous-catégorie","Site","Adresse du site","Horaires d'ouverture","Permanences","Public visé"
"00015514","Ass. des amis de la fondation pour la mémoire de la déportation","AFMD","Transmission de la mémoire de la déportation et de l'internement","MJC du Vieux Lyon","5 Place Saint-Jean","69005","Lyon","04 78 83 01 20","roland.beaulaygue@wanadoo.fr","www.afmd.asso.fr","0000000009","Anciens combattants / résistants","00000026","Anciens combattants","Au siège social","","","Deuxième mercredi du mois  :  de 18 h à 20 h",""
"00015516","A voix et à vapeur","AVAV","Promouvoir le chant choral par la création d'un choeur gay et lesbien lyonnais et de sa région ouvert à tous","19 rue des Capucins","","69001","Lyon","04 37 57 03 31","contact@avoixetavapeur.org","www.avoixetavapeur.org","0000000002","Culture","00000007","Musique/chant","Salle Fressinet","Campus de la Doua","Tous les mardis soirs de 19h30 à 22h00","","Gays, lesbiens et gays friendly"
"00015517","Association AE (E dans A), l'écriture en ateliers","AE","Promouvoir les échanges artistiques et l'expression personnelle, notamment dans le cadre d'ateliers d'écriture et de groupes de lecture.","38 rue du Champ de l'Orme","","69100","Villeurbanne","","ae-ateliers@neuf.fr","ateliers.edansa.free.fr","0000000002","Culture","00000008","Théâtre/lettres/philosophie","43 rue du Tonkin","","","Jeudi matin + ateliers thématiques ponctuels","Tout public"
"00015518","Com'expression","","Création et développement de projets sociaux et citoyens permettant la rencontre de publics et de générations différentes ; accueil d'un centre de loisirs pour 3 à 12 ans et organisation d'événements citoyens dans le quartier.","92 rue des Charmettes","","69006","Lyon","09 52 91 11 59","secretariat@comexpression.com","www.comexpression.com","0000000008","Vie sociale","00000024","Actions socio-éducatives","Au siège social","","Toute la semaine en périscolaire, les mercredis et les vacances","Lundi, mardi, jeudi et vendredi de 9h à 12h et de 14h à 16h","Tout public dont villeurbannais"
"00015526","Fédération Rhône-Alpes protection nature - section du Rhône","FRAPNA","Protection de la nature : actions directes d’expertise et de protection des milieux naturels de la faune et de la flore, actions en justice, information et sensibilisation à la protection de la nature, réflexion sur les problèmes liés à l’écologie.","32 rue Saint Hélène","","69002","Lyon","04 37 47 88 50","frapna-rhone@frapna.org","www.frapna.org","0000000001","Cadre de vie / vie de quartier","00000001","Développement durable","22 rue Edouard Aynard","","Lundi à vendredi de 9h à 17h","","Tout public"
"00015532","OPTS","OPTS","Organisation et animation d'événements à thème comprenant diverses activités à caractère ludique, culturel et solidaire.","Palais du Travail","9 place Lazare Goujon","69100","Villeurbanne","","contact@opts-lyon.fr","www.opts-lyon.fr","0000000005","Loisirs","00000013","Animations","Au siège social","","","Mardi de 19h à 22h",""
"00015546","Partenaires","","Solidarité internationale avec la Birmanie et le Bangladesh.","7 rue Georges Méliès","","69100","Villeurbanne","08 11 03 68 06","rh.alpes@partenaires-association.org","www.partenaires-association.org","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00015559","Association France Ethiopie corne de l'Afrique","","Développer la coopération décentralisée entre la France et l'Ethiopie, organiser des événements socioculturels et gérer l'entraide et des échanges entre professionnels français et éthiopiens.","58 rue docteur Ollier","","69100","Villeurbanne","04 78 84 75 86","francethiop@free.fr","www.france-ethiopie.com","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","","Tout public"
"00015344","Unis vers l'emploi","","Union d'associations qui facilitent l'insertion sociale et professionnelle de personnes en difficulté.","17 rue Jean Bourgey","","69100","Villeurbanne","04 75 65 72 25","solidarite.services@unis-vers-emploi.com","www.unis-vers-emploi.com","0000000003","Economie / Emploi","00000270","Accès ou maintien dans l'emploi/insertion","Au siège social","","","Lundi à vendredi de 9h à 12h30 et de 14h à 17h30","Demandeurs d'emploi"
"00015345","Jardinons à Villeurbanne","JAV","Cultiver une parcelle de terrain mise à disposition par la ville de Villeurbanne et divisée en jardins potagers, en jardinage biologique. Créer du lien social sur le quartier.","Chez Luc-Ange BERNARD","4 rue Gérard MAIRE","69100","Villeurbanne","","jardinvillfilature@laposte.net","","0000000001","Cadre de vie / vie de quartier","00000001","Développement durable","Jardins familiaux de la filature","29-33 rue de la filature","","","Tout public adulte"
"00015353","Association résidences et foyers","AREFO","Gestion de 35 établissements pour personnes âgées autonomes et 2 résidences avec services ; gestion d'un service de transport de proximité : le cyclopousse.","Résidence Gustave Prost","10 avenue Marc Sangnier","69100","Villeurbanne","04 78 68 40 40","info@arefo.com","www.arefo.com","0000000001","Cadre de vie / vie de quartier","00000003","Logement","Au siège social","","","","Personnes retraités"
"00015359","Groupement pour l'insertion des personnes Handicapées Physiques Rhône-Alpes","GIHP","Promouvoir toute action visant à favoriser la vie autonome des personnes dépendantes.","130 rue de la Poudrette","","69100","Villeurbanne","04 78 24 27 32","info@gihp-rhonealpes.org","www.gihpra-asso.org","0000000007","Solidarités","00000021","Personnes en situation de handicap","","","","","Personnes âgées et/ou handicapées"
"00015361","Incidanse","","Soutenir les actions de la section danse de l'ass. sportive du centre des sports/INSA, promouvoir la danse contemporaine au sein de l'école et à l'extérieur.","BDE Insa maison des élèves","20 avenue Albert Einstein","69100","VILLEURBANNE","","caroline.duc@insa-lyon.fr","","0000000010","Danse","00000033","Danse diverse","gymnase Colette Besson (campus Doua)","","","",""
"00015362","Association des locataires de Jacques Monod","ALJM","Favoriser l’amélioration du cadre de vie des locataires de la Résidence Jacques Monod, préserver les intérêts des locataires.","Chez Jean-Claude PHILIS","30 rue Joliot Curie","69100","Villeurbanne","04 78 85 08 60","jeanc.philis@free.fr","","0000000001","Cadre de vie / vie de quartier","00000003","Logement","LCR de Jacques Monod","42 rue Joliot Curie","","mercredi de 17h à 19h","locataires et bailleurs de la résidence Monod"
"00015367","Union locale CFDT de Villeurbanne","CFDT","Syndicat de salariés qui a pour objet de recevoir, renseigner, accompagner des salariés en difficulté dans leur travail ou avec leur direction d'entreprise.","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","04 26 10 61 35","ul.cfdt.villeurbanne@hotmail.fr","","0000000008","Vie sociale","00000025","Syndicats","Au siège social","salles 3-4-5 au rez-de-chaussée","","mercredi 17h00 à 19h00 Jeudi de 9h00 à 12h00 et de 18h15 à 20h00 (1 semaine sur 2 : semaines paires) + sur RDV",""
"00015368","Union locale CFTC de Villeurbanne","UL CFTC","Activité syndicale : informer et accompagner les salariés, former les futurs représentants du personnel, aider à l’orientation professionnelle","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","04 26 10 61 40","ulcftcvil@aol.com","","0000000008","Vie sociale","00000025","Syndicats","Au siège social","","jeudi soir et sur RDV","",""
"00015369","Union locale CGT - Force ouvrière de Villeurbanne","ULFO","Coordonner les syndicats et les adhérents dans le but de défendre les intérêts matériels et moraux des salariés face à leur employeur, accompagner la création de nouveaux syndicats sur Villeurbanne.","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","04 26 10 61 41","foulvilleurbanne@gmail.com","","0000000008","Vie sociale","00000025","Syndicats","Au siège social","","Mardi et jeudi de 17h30 à 19h","Conseil juridique le dernier vendredi du mois de 10h à 12h et sur rendez-vous","Salariés et chômeurs"
"00015370","Union locale CGT des syndicats confédérés de Villeurbanne","","Union locale interprofessionnelle des syndicats CGT de Villeurbanne","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","04 26 10 61 37","ulcgtvilleurbanne@free.fr","","0000000008","Vie sociale","00000025","Syndicats","Au siège social","","","Lundi à vendredi matin Mardi et vendredi après-midi",""
"00015372","Union nationale des familles et amis de personnes malades handicapées psychiques","UNAFAM","Information, orientation, formation en matière de troubles psychiques et réinsertion sociale, professionnelle, représentation des malades au sein des instances","12 Villa Compoint","","75017","Paris","01 53 06 30 43","infos@unafam.org","www.unafam.org","0000000007","Solidarités","00000020","Familles","UNAFAN délégation du Rhône","66, rue Voltaire 69003 Lyon","du lundi au vendredi de 8h30 à 16h30 permanences téléphoniques service écoute famille (niveau national)","","famille: parents, conjoints, frères et soeurs, proches et amis de malades psychiques"
"00015375","Usine sans fin","","Valoriser l'usine hydraulique de Cusset et son système productif.","71 rue Pierrefrite","","69100","Villeurbanne","06 65 69 91 45","usinesansfin@voila.fr","","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","-","","","","Tout public"
"00015787","Témoins","","Intervenir auprès des personnes âgées ainsi que des jeunes enfants pour partager l'histoire locale","","","","","","","","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","","","","","Tout public"
"00015802","Croc Vacances","","Accueil de loisirs pour enfants de 3 à 12 ans","Centre culturel de la vie associative","234 cours Emile Zola","69100","Villeurbanne","","directricecrocvacances@gmail.com","http://www.crocvacances.fr/","0000000008","Vie sociale","00000024","Actions socio-éducatives","Ecole Lazare Goujon, Jean Zay, Jean Moulin","","Pendant les vacances scolaires de 8h30 à 18h","","Enfants de 3 à 8 ans"
"00015803","Le panorama des animaux","","Sauvetage et placement de chats, stérilisation, identification des chats errants, sensibilisation sur la cause animale. Les chats pris en charge par l'association sont issus de la rue. Ils sont soignés et stérilisés pour réduire la surpopulation féline.","1, rue Louis Galvani","","69100","Villeurbanne","","lepanoramadesanimaux@bbox.fr","","0000000007","Solidarités","00000018","Défense des droits et intérêts","Au siège","","uniquement par téléphone au 06 50 61 10 01","","Tout public"
"00015805","Cercle philosophique du Rhône","","Cours, conférences et séminaires ou toute activité ayant un rapport avec les sujets traditionnellement abordés par la philosophie.","161 rue du 4 août","","69100","Villeurbanne","04 78 24 27 70","cphilrhone@gmail.com","www.c-phil.fr","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Maison Berty Albrecht et Palais du travail","","Mardi, mercredi et jeudi","","Adultes"
"00015823","Ecole coréenne","","Enseignement de la langue coréenne et promotion de la culture coréenne en France.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","","ecolecoreenlyon@gmail.com","www.ecolecoreenlyon.fr","0000000006","Relations internationales","00000275","Cultures","Au siège social","","Mercredi de 14h30 à 16h30  Mardi et jeudi de 19h00 à 22h00 Samedi de 10h00 à 12h00","","Lycéens, étudiants et jeunes adultes"
"00015826","Association pour le développement et l'entraide des familles","ADEF","Aide alimentaire, financière, juridique et pyschologique pour les personnes en difficulté.","35 rue Hippolyte Kahn","","69100","Villeurbanne","04 78 85 20 02","asso.d.e.f@wanadoo.fr","","0000000007","Solidarités","00000276","Action sociale","Au siège social","","","Du lundi au jeudi de 13h00 à 18h30",""
"00015827","Les amis de Descartes","","Histoire de l'école Descartes et du quartier des Charpennes.","18C rue de la Doua","","69100","Villeurbanne","","anniedumas12@yahoo.fr","","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","Au siège social","","","","Tout public"
"00015829","Filactions","","Lutte contre les violences conjugales et sexistes par la prévention","6 rue des Fantasques","","69001","Lyon","04 78 30 63 50","filactions@gmail.com","","0000000007","Solidarités","00000022","Lutte contre les discriminations","","","","","Jeunes, adultes, professionnels (elles)"
"00015905","L'où jeu peins","","Un atelier où l'on joue à peindre et modeler la terre juste pour le plaisir. La démarche d'éducation créatrice y est développée selon les principes d'Arno Stern (non jugement et non compétition)","44 rue Michel Servet","","69100","Villeurbanne","","vanisss@hotmail.fr","loujeupeins.alter.eu.org","0000000002","Culture","00000006","Arts plastiques","Au siège social","","Mercredi de 16h30 à 18h, vendredi de 17h30 à 19h et samedi de 10h30 à 12h et pendant les vacances scolaires","","Tout public"
